# sample1 			| sample2 			| total SNPs 	| mismatched SNPs 	| mismatch % 	| Hom Hom (ex: 00 11) 	| Hom Homs % 	| Het Hom Lap (ex: 00 01) 	| Het Hom Lap % 	| Het Hom non Lap (ex 00 12) 	| Het Hom non Lap % 	| Het Het (ex: 01 12 or 01 23) 	| Het Het %
Ceyx.erit.LSU.58557 | Ceyx.erit.LSU.58647 | 2811          | 414               | 14.73%        | 56                    | 1.99%         | 358                       | 12.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.LSU.74725 | 2662          | 412               | 15.48%        | 72                    | 2.70%         | 340                       | 12.77%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.LSU.78748 | 2867          | 459               | 16.01%        | 79                    | 2.76%         | 380                       | 13.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.LSU.47126 | 2940          | 458               | 15.58%        | 94                    | 3.20%         | 364                       | 12.38%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.S07-1C  | 2885          | 461               | 15.98%        | 146                   | 5.06%         | 315                       | 10.92%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.UW-67478 | 1460          | 190               | 13.01%        | 51                    | 3.49%         | 139                       | 9.52%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58557 | Ceyx.erit.UW-67495 | 1687          | 221               | 13.10%        | 58                    | 3.44%         | 163                       | 9.66%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.LSU.74725 | 2573          | 396               | 15.39%        | 50                    | 1.94%         | 346                       | 13.45%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.LSU.78748 | 2793          | 429               | 15.36%        | 45                    | 1.61%         | 384                       | 13.75%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.LSU.47126 | 2839          | 431               | 15.18%        | 67                    | 2.36%         | 364                       | 12.82%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.S07-1C  | 2788          | 431               | 15.46%        | 114                   | 4.09%         | 317                       | 11.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.UW-67478 | 1369          | 201               | 14.68%        | 40                    | 2.92%         | 161                       | 11.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.58647 | Ceyx.erit.UW-67495 | 1612          | 229               | 14.21%        | 45                    | 2.79%         | 184                       | 11.41%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.74725 | Ceyx.erit.LSU.78748 | 2640          | 382               | 14.47%        | 59                    | 2.23%         | 323                       | 12.23%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.74725 | Ceyx.erit.LSU.47126 | 2705          | 382               | 14.12%        | 64                    | 2.37%         | 318                       | 11.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
